survey_id;vol_id;numero_vol;date_vol;route;courrier;classe;note_globale;note_confort;note_repas;note_divertissement;note_equipage;note_ponctualite;note_enregistrement;nps_categorie;recommandation;type_voyageur;programme_fidelite;nationalite
SAT-018634;VOL-051160;AF1157;2025-05-17;CDG → AMS;Court-courrier;Premium Éco;6.1;6.5;5.5;5.4;8.0;4.9;5.4;Détracteur;Oui;Affaires;Explorer;Française
SAT-018635;VOL-002168;AF1166;2023-02-06;CDG → FCO;Court-courrier;Économique;8.3;8.6;5.9;8.3;6.9;10.0;8.3;Passif;Non;Loisirs;Non inscrit;Japonaise
SAT-018636;VOL-039948;AF0211;2024-11-08;CDG → JFK;Long-courrier;Économique;7.1;5.0;6.6;7.8;8.7;7.4;6.2;Passif;Peut-être;Affaires;Gold;Américaine
SAT-018637;VOL-025673;AF1263;2024-03-08;CDG → CMN;Court-courrier;Économique;7.1;4.6;6.1;8.6;8.4;9.7;8.2;Passif;Oui;Loisirs;Explorer;Chinoise
SAT-018638;VOL-019080;AF7626;2023-11-18;CDG → NTE;Court-courrier;Économique;8.4;7.4;6.4;7.4;8.9;8.9;9.5;Passif;Non;Famille;Explorer;Française
SAT-018639;VOL-047373;AF1334;2025-03-14;CDG → TLV;Moyen-courrier;Business;7.4;8.0;8.8;10.0;6.6;7.6;5.4;Passif;Oui;Solo;Explorer;Française
SAT-018640;VOL-034358;AF0346;2024-08-05;CDG → RUN;Long-courrier;Premium Éco;8.2;8.9;9.9;6.5;7.4;8.5;6.5;Passif;Oui;Affaires;Non inscrit;Autre
SAT-018641;VOL-037023;AF0346;2024-09-19;CDG → RUN;Long-courrier;Business;7.3;8.4;9.8;7.3;9.0;3.0;7.1;Passif;Oui;Loisirs;Explorer;Française
SAT-018642;VOL-013559;AF1157;2023-08-17;CDG → AMS;Court-courrier;Économique;6.8;8.4;2.4;6.0;5.2;10.0;8.7;Détracteur;Oui;Solo;Non inscrit;Française
SAT-018643;VOL-027745;AF1172;2024-04-14;CDG → MAD;Court-courrier;Économique;6.3;6.5;4.6;6.5;7.7;10.0;4.5;Détracteur;Oui;Solo;Silver;Autre
SAT-018644;VOL-003682;AF7143;2023-03-03;ORY → LYS;Court-courrier;Business;9.3;9.2;10.0;9.5;7.7;9.2;9.1;Promoteur;Peut-être;Affaires;Explorer;Brésilienne
SAT-018645;VOL-006603;AF0292;2023-04-22;CDG → PVG;Long-courrier;Économique;8.2;10.0;8.8;10.0;7.4;8.8;6.1;Passif;Oui;Solo;Non inscrit;Française
SAT-018646;VOL-048316;AF1263;2025-03-31;CDG → CMN;Court-courrier;Économique;7.8;6.3;8.0;6.3;6.1;10.0;8.3;Passif;Peut-être;Famille;Non inscrit;Japonaise
SAT-018647;VOL-033631;AF0284;2024-07-24;CDG → JNB;Long-courrier;Économique;6.8;4.0;7.1;6.2;6.8;10.0;6.4;Détracteur;Peut-être;Solo;Non inscrit;Française
SAT-018648;VOL-009375;AF0228;2023-06-08;CDG → YUL;Long-courrier;Économique;6.1;4.2;6.4;7.5;7.7;9.0;5.5;Détracteur;Oui;Loisirs;Explorer;Allemande
SAT-018649;VOL-020401;AF1159;2023-12-09;CDG → FRA;Court-courrier;Économique;8.3;6.0;7.4;8.4;9.7;7.0;10.0;Passif;Oui;Famille;Non inscrit;Allemande
SAT-018650;VOL-020771;AF0228;2023-12-16;CDG → YUL;Long-courrier;Business;8.1;8.5;8.0;7.6;8.6;7.1;7.4;Passif;Oui;Affaires;Non inscrit;Chinoise
SAT-018651;VOL-038806;AF0223;2024-10-19;CDG → SFO;Long-courrier;Économique;7.8;7.7;6.7;6.0;7.7;9.8;8.5;Passif;Oui;Loisirs;Platinum;Allemande
SAT-018652;VOL-001202;AF1152;2023-01-21;CDG → LHR;Court-courrier;Premium Éco;8.9;7.9;9.6;10.0;6.4;8.9;7.6;Passif;Oui;Affaires;Non inscrit;Française
SAT-018653;VOL-041056;AF7132;2024-11-26;ORY → TLS;Court-courrier;Économique;7.6;5.6;8.6;8.9;6.1;9.0;6.2;Passif;Oui;Affaires;Non inscrit;Autre
SAT-018654;VOL-008732;AF1157;2023-05-27;CDG → AMS;Court-courrier;Économique;7.4;7.3;7.8;6.0;10.0;9.3;6.0;Passif;Peut-être;Solo;Platinum;Britannique
SAT-018655;VOL-030323;AF1330;2024-05-26;CDG → DOH;Moyen-courrier;Économique;8.9;9.3;9.1;7.5;10.0;10.0;6.9;Passif;Oui;Affaires;Non inscrit;Japonaise
SAT-018656;VOL-003198;AF0216;2023-02-22;CDG → LAX;Long-courrier;Business;7.7;8.7;4.4;6.5;6.4;8.1;7.9;Passif;Oui;Loisirs;Non inscrit;Allemande
SAT-018657;VOL-022125;AF7128;2024-01-09;ORY → MRS;Court-courrier;Économique;7.2;6.9;4.7;5.6;10.0;8.2;8.2;Passif;Oui;Affaires;Explorer;Allemande
SAT-018658;VOL-026291;AF7600;2024-03-19;CDG → MRS;Court-courrier;Économique;7.9;7.3;9.8;6.3;8.5;10.0;8.0;Passif;Oui;Loisirs;Ultimate;Française
SAT-018659;VOL-043130;AF0298;2024-12-31;CDG → HKG;Long-courrier;Économique;6.1;3.0;5.2;7.3;6.2;8.4;8.2;Détracteur;Peut-être;Loisirs;Non inscrit;Française
SAT-018660;VOL-024037;AF1152;2024-02-09;CDG → LHR;Court-courrier;Business;7.8;9.1;7.2;9.5;7.0;8.0;7.8;Passif;Oui;Loisirs;Silver;Allemande
SAT-018661;VOL-021046;AF7618;2023-12-21;CDG → NCE;Court-courrier;Économique;7.7;8.7;7.7;7.7;8.9;9.4;4.7;Passif;Oui;Famille;Explorer;Française
SAT-018662;VOL-030560;AF0286;2024-05-31;CDG → NRT;Long-courrier;Premium Éco;7.4;7.7;8.5;6.4;5.2;7.8;7.3;Passif;Oui;Loisirs;Non inscrit;Française
SAT-018663;VOL-046537;AF7618;2025-02-28;CDG → NCE;Court-courrier;Économique;7.1;5.2;7.9;8.1;8.6;9.5;4.9;Passif;Oui;Famille;Explorer;Française
SAT-018664;VOL-020777;AF1334;2023-12-16;CDG → TLV;Moyen-courrier;Économique;8.4;6.4;7.2;9.6;9.1;9.0;6.0;Passif;Peut-être;Loisirs;Explorer;Allemande
SAT-018665;VOL-050650;AF1267;2025-05-09;CDG → ALG;Court-courrier;Économique;8.0;9.5;7.9;7.1;7.9;10.0;8.4;Passif;Non;Affaires;Non inscrit;Américaine
SAT-018666;VOL-024163;AF1176;2024-02-11;CDG → BCN;Court-courrier;Premium Éco;7.0;4.7;9.4;6.5;6.7;9.0;5.8;Passif;Oui;Loisirs;Non inscrit;Britannique
SAT-018667;VOL-028275;AF7134;2024-04-22;ORY → NCE;Court-courrier;Business;7.2;7.5;8.1;10.0;6.1;6.8;6.0;Passif;Oui;Loisirs;Non inscrit;Américaine
SAT-018668;VOL-000382;AF0286;2023-01-07;CDG → NRT;Long-courrier;Économique;6.8;6.0;6.8;6.1;8.0;7.3;6.5;Détracteur;Oui;Famille;Silver;Française
SAT-018669;VOL-024066;AF0232;2024-02-09;CDG → MIA;Long-courrier;Business;8.5;6.9;7.9;5.7;10.0;8.9;8.9;Passif;Peut-être;Famille;Gold;Britannique
SAT-018670;VOL-014137;AF1180;2023-08-26;CDG → LIS;Court-courrier;Premium Éco;8.1;6.6;7.5;7.9;9.1;10.0;9.4;Passif;Oui;Affaires;Non inscrit;Américaine
SAT-018671;VOL-031068;AF1263;2024-06-09;CDG → CMN;Court-courrier;Économique;7.1;5.8;5.7;6.2;7.6;9.1;9.3;Passif;Oui;Loisirs;Non inscrit;Américaine
SAT-018672;VOL-018503;AF7134;2023-11-08;ORY → NCE;Court-courrier;Économique;8.2;8.5;6.9;7.9;10.0;8.1;7.0;Passif;Oui;Loisirs;Non inscrit;Française
SAT-018673;VOL-034827;AF7134;2024-08-13;ORY → NCE;Court-courrier;Économique;8.1;7.8;5.9;8.6;8.9;10.0;8.5;Passif;Peut-être;Affaires;Non inscrit;Américaine
SAT-018674;VOL-050192;AF1209;2025-05-01;CDG → IST;Moyen-courrier;Économique;6.5;5.5;5.5;5.1;6.9;9.0;6.4;Détracteur;Peut-être;Famille;Explorer;Brésilienne
SAT-018675;VOL-005623;AF1263;2023-04-05;CDG → CMN;Court-courrier;Économique;8.8;9.7;8.4;8.8;9.2;10.0;7.6;Passif;Oui;Loisirs;Non inscrit;Britannique
SAT-018676;VOL-023593;AF1176;2024-02-02;CDG → BCN;Court-courrier;Business;8.4;6.3;8.6;4.5;8.4;9.4;9.9;Passif;Oui;Famille;Silver;Française
SAT-018677;VOL-002884;AF1157;2023-02-17;CDG → AMS;Court-courrier;Économique;7.0;6.7;7.4;5.5;9.2;9.5;5.8;Passif;Oui;Famille;Silver;Française
SAT-018678;VOL-005532;AF1204;2023-04-04;CDG → ATH;Moyen-courrier;Économique;7.5;5.4;8.4;7.3;7.3;10.0;5.7;Passif;Oui;Famille;Non inscrit;Autre
SAT-018679;VOL-008312;AF0298;2023-05-21;CDG → HKG;Long-courrier;Business;8.8;7.9;9.7;5.9;8.0;10.0;10.0;Passif;Oui;Affaires;Gold;Autre
SAT-018680;VOL-043520;AF7141;2025-01-06;ORY → BOD;Court-courrier;Économique;8.3;8.9;6.7;7.8;10.0;9.4;6.2;Passif;Oui;Loisirs;Explorer;Américaine
SAT-018681;VOL-040396;AF7618;2024-11-15;CDG → NCE;Court-courrier;Business;8.1;9.9;7.1;8.3;8.0;9.7;7.4;Passif;Oui;Affaires;Non inscrit;Française
SAT-018682;VOL-050731;AF1182;2025-05-10;CDG → MUC;Court-courrier;Business;7.3;7.5;4.4;6.4;7.7;8.9;10.0;Passif;Non;Affaires;Non inscrit;Allemande
SAT-018683;VOL-012804;AF7600;2023-08-04;CDG → MRS;Court-courrier;Premium Éco;8.4;7.4;9.2;9.3;8.3;9.3;6.8;Passif;Non;Famille;Silver;Allemande
SAT-018684;VOL-051791;AF1157;2025-05-28;CDG → AMS;Court-courrier;Économique;7.2;4.5;8.6;6.5;7.4;8.1;10.0;Passif;Oui;Famille;Silver;Japonaise
SAT-018685;VOL-032520;AF1176;2024-07-04;CDG → BCN;Court-courrier;Économique;7.1;6.1;6.5;6.7;8.8;10.0;5.2;Passif;Oui;Affaires;Non inscrit;Britannique
SAT-018686;VOL-005191;AF1166;2023-03-29;CDG → FCO;Court-courrier;Économique;7.3;6.7;5.1;7.7;8.9;6.8;7.5;Passif;Oui;Famille;Explorer;Chinoise
SAT-018687;VOL-004680;AF0320;2023-03-20;CDG → SIN;Long-courrier;Économique;7.8;6.8;6.4;7.3;10.0;9.1;6.8;Passif;Peut-être;Loisirs;Explorer;Autre
SAT-018688;VOL-003310;AF1166;2023-02-24;CDG → FCO;Court-courrier;Premium Éco;7.8;9.1;4.1;9.6;7.8;7.7;7.5;Passif;Oui;Loisirs;Explorer;Américaine
SAT-018689;VOL-002653;AF7600;2023-02-14;CDG → MRS;Court-courrier;Business;9.0;6.8;10.0;9.5;5.8;9.6;8.0;Promoteur;Peut-être;Solo;Non inscrit;Française
SAT-018690;VOL-041171;AF0338;2024-11-28;CDG → PTP;Long-courrier;Économique;6.5;4.5;2.0;6.5;8.7;10.0;8.6;Détracteur;Non;Affaires;Gold;Française
SAT-018691;VOL-025286;AF7620;2024-03-02;CDG → BOD;Court-courrier;Premium Éco;8.0;7.8;4.6;10.0;8.5;8.4;6.2;Passif;Peut-être;Solo;Explorer;Française
SAT-018692;VOL-044011;AF1157;2025-01-14;CDG → AMS;Court-courrier;Économique;7.7;8.0;6.9;7.1;8.7;8.4;7.3;Passif;Peut-être;Solo;Non inscrit;Britannique
SAT-018693;VOL-002733;AF1192;2023-02-15;CDG → ZRH;Court-courrier;Économique;6.0;6.3;2.7;5.5;7.1;8.7;7.4;Détracteur;Oui;Famille;Platinum;Française
SAT-018694;VOL-046170;AF1204;2025-02-21;CDG → ATH;Moyen-courrier;Business;9.1;10.0;10.0;8.0;9.5;9.1;9.7;Promoteur;Oui;Loisirs;Explorer;Américaine
SAT-018695;VOL-019634;AF1267;2023-11-27;CDG → ALG;Court-courrier;Premium Éco;6.2;7.1;6.5;3.4;7.7;6.9;6.2;Détracteur;Oui;Loisirs;Non inscrit;Brésilienne
SAT-018696;VOL-029326;AF7134;2024-05-09;ORY → NCE;Court-courrier;Économique;8.0;7.8;7.4;7.6;7.5;10.0;7.5;Passif;Oui;Loisirs;Silver;Française
SAT-018697;VOL-000837;AF0346;2023-01-15;CDG → RUN;Long-courrier;Économique;5.8;8.4;5.6;1.9;8.0;5.0;7.1;Détracteur;Peut-être;Loisirs;Non inscrit;Française
SAT-018698;VOL-012889;AF0320;2023-08-06;CDG → SIN;Long-courrier;Économique;7.6;7.9;10.0;6.9;8.3;6.0;9.1;Passif;Oui;Solo;Non inscrit;Américaine
SAT-018699;VOL-002752;AF1200;2023-02-15;CDG → ARN;Court-courrier;Économique;8.3;10.0;7.2;5.5;6.4;9.6;9.5;Passif;Oui;Affaires;Silver;Allemande
SAT-018700;VOL-047133;AF1172;2025-03-10;CDG → MAD;Court-courrier;Business;8.1;5.0;8.2;9.6;8.8;10.0;7.6;Passif;Peut-être;Loisirs;Explorer;Allemande
SAT-018701;VOL-027720;AF1152;2024-04-13;CDG → LHR;Court-courrier;Économique;7.4;5.7;10.0;6.0;8.1;8.7;7.2;Passif;Oui;Solo;Explorer;Française
SAT-018702;VOL-031651;AF1157;2024-06-19;CDG → AMS;Court-courrier;Économique;7.1;7.5;1.5;6.9;8.5;10.0;8.6;Passif;Oui;Affaires;Gold;Américaine
SAT-018703;VOL-017222;AF0304;2023-10-18;CDG → BKK;Long-courrier;Économique;8.1;8.1;7.6;6.8;9.3;8.9;7.5;Passif;Peut-être;Famille;Gold;Allemande
SAT-018704;VOL-035407;AF7620;2024-08-23;CDG → BOD;Court-courrier;Premium Éco;7.3;6.3;9.1;4.0;8.3;3.7;8.6;Passif;Peut-être;Loisirs;Non inscrit;Française
SAT-018705;VOL-022095;AF1198;2024-01-08;CDG → CPH;Court-courrier;Économique;6.8;6.9;8.2;4.7;8.4;10.0;3.9;Détracteur;Oui;Famille;Non inscrit;Autre
SAT-018706;VOL-007403;AF1334;2023-05-06;CDG → TLV;Moyen-courrier;Économique;7.6;7.2;7.6;8.1;7.9;2.9;6.8;Passif;Oui;Loisirs;Non inscrit;Japonaise
SAT-018707;VOL-026494;AF0286;2024-03-22;CDG → NRT;Long-courrier;Économique;7.4;7.1;8.0;5.4;8.1;10.0;8.4;Passif;Non;Affaires;Non inscrit;Américaine
SAT-018708;VOL-031354;AF1209;2024-06-14;CDG → IST;Moyen-courrier;Économique;6.1;7.5;7.8;5.3;6.8;6.1;5.2;Détracteur;Oui;Affaires;Non inscrit;Française
SAT-018709;VOL-010008;AF0223;2023-06-18;CDG → SFO;Long-courrier;Économique;7.4;6.6;4.9;8.9;6.6;9.5;7.8;Passif;Oui;Affaires;Non inscrit;Française
SAT-018710;VOL-025472;AF1198;2024-03-05;CDG → CPH;Court-courrier;Économique;9.0;10.0;5.8;8.9;8.8;9.3;9.0;Promoteur;Peut-être;Affaires;Non inscrit;Britannique
SAT-018711;VOL-026985;AF7607;2024-03-31;CDG → LYS;Court-courrier;Économique;4.8;6.6;5.6;5.1;7.3;1.0;4.6;Détracteur;Oui;Solo;Explorer;Française
SAT-018712;VOL-003386;AF0241;2023-02-26;CDG → ORD;Long-courrier;Économique;6.3;9.0;9.2;8.3;6.3;1.0;5.2;Détracteur;Oui;Affaires;Gold;Allemande
SAT-018713;VOL-044574;AF7620;2025-01-25;CDG → BOD;Court-courrier;Économique;8.3;8.1;9.8;5.6;9.8;8.9;6.2;Passif;Oui;Affaires;Silver;Américaine
SAT-018714;VOL-011166;AF0324;2023-07-08;CDG → DXB;Long-courrier;Business;7.7;10.0;7.6;9.4;7.3;1.0;10.0;Passif;Oui;Famille;Non inscrit;Française
SAT-018715;VOL-002435;AF7132;2023-02-10;ORY → TLS;Court-courrier;Business;7.1;10.0;6.5;9.4;6.6;2.9;8.3;Passif;Peut-être;Famille;Explorer;Brésilienne
SAT-018716;VOL-028790;AF0338;2024-04-30;CDG → PTP;Long-courrier;Économique;6.7;7.2;6.0;9.6;8.0;3.7;6.0;Détracteur;Oui;Loisirs;Explorer;Française
SAT-018717;VOL-018239;AF1334;2023-11-04;CDG → TLV;Moyen-courrier;Business;7.5;5.8;6.5;9.1;8.3;8.5;6.4;Passif;Oui;Solo;Silver;Autre
SAT-018718;VOL-030017;AF1159;2024-05-21;CDG → FRA;Court-courrier;Premium Éco;7.3;7.7;7.9;5.3;6.5;9.4;6.7;Passif;Oui;Loisirs;Non inscrit;Chinoise
SAT-018719;VOL-017589;AF7618;2023-10-24;CDG → NCE;Court-courrier;Économique;6.7;6.2;3.1;6.1;6.5;10.0;6.8;Détracteur;Peut-être;Loisirs;Gold;Britannique
SAT-018720;VOL-026003;AF7600;2024-03-14;CDG → MRS;Court-courrier;Économique;8.7;9.4;6.6;7.7;7.7;10.0;10.0;Passif;Peut-être;Famille;Non inscrit;Autre
SAT-018721;VOL-020919;AF7607;2023-12-18;CDG → LYS;Court-courrier;Premium Éco;7.8;7.2;9.1;6.7;10.0;1.8;9.4;Passif;Oui;Loisirs;Gold;Japonaise
SAT-018722;VOL-016359;AF0292;2023-10-03;CDG → PVG;Long-courrier;Économique;6.4;6.8;1.3;7.0;10.0;9.0;6.3;Détracteur;Peut-être;Affaires;Silver;Française
SAT-018723;VOL-044501;AF7143;2025-01-23;ORY → LYS;Court-courrier;Économique;6.7;3.8;4.1;6.9;8.3;8.1;6.5;Détracteur;Oui;Affaires;Non inscrit;Autre
SAT-018724;VOL-047313;AF1172;2025-03-13;CDG → MAD;Court-courrier;Économique;7.5;8.3;5.5;6.8;7.1;10.0;6.2;Passif;Peut-être;Famille;Non inscrit;Américaine
SAT-018725;VOL-012880;AF1267;2023-08-06;CDG → ALG;Court-courrier;Premium Éco;8.4;6.2;10.0;6.2;8.2;9.5;9.2;Passif;Oui;Famille;Non inscrit;Autre
SAT-018726;VOL-046557;AF1198;2025-02-28;CDG → CPH;Court-courrier;Économique;7.3;7.8;5.0;7.6;7.6;9.6;8.6;Passif;Oui;Loisirs;Explorer;Américaine
SAT-018727;VOL-025424;AF0338;2024-03-04;CDG → PTP;Long-courrier;Économique;5.7;3.7;4.8;4.1;7.3;6.4;9.0;Détracteur;Peut-être;Solo;Non inscrit;Française
SAT-018728;VOL-046027;AF1157;2025-02-19;CDG → AMS;Court-courrier;Économique;7.0;10.0;6.6;7.9;7.8;1.0;7.3;Passif;Oui;Solo;Non inscrit;Autre
SAT-018729;VOL-045869;AF7613;2025-02-16;CDG → TLS;Court-courrier;Économique;8.5;8.2;6.1;8.8;9.4;9.0;7.5;Passif;Oui;Affaires;Non inscrit;Française
SAT-018730;VOL-050530;AF1334;2025-05-07;CDG → TLV;Moyen-courrier;Business;8.1;6.7;6.8;9.2;8.5;7.5;6.2;Passif;Oui;Solo;Non inscrit;Chinoise
SAT-018731;VOL-031240;AF1159;2024-06-12;CDG → FRA;Court-courrier;Économique;7.4;8.4;5.7;5.0;7.8;9.8;7.4;Passif;Oui;Famille;Gold;Française
SAT-018732;VOL-001513;AF1187;2023-01-26;CDG → VIE;Court-courrier;Business;8.4;7.8;5.5;7.8;9.3;10.0;9.5;Passif;Oui;Loisirs;Non inscrit;Française
SAT-018733;VOL-009310;AF1157;2023-06-06;CDG → AMS;Court-courrier;Économique;7.8;7.7;10.0;9.3;9.5;9.2;6.9;Passif;Oui;Famille;Explorer;Japonaise
SAT-018734;VOL-030959;AF0284;2024-06-07;CDG → JNB;Long-courrier;Économique;7.4;7.8;8.5;6.2;6.5;8.8;6.5;Passif;Oui;Loisirs;Non inscrit;Britannique
SAT-018735;VOL-006451;AF0216;2023-04-19;CDG → LAX;Long-courrier;Économique;7.3;7.0;10.0;4.3;5.8;8.8;6.8;Passif;Oui;Famille;Non inscrit;Française
SAT-018736;VOL-004516;AF0211;2023-03-17;CDG → JFK;Long-courrier;Économique;7.6;7.3;6.8;6.4;8.0;9.3;5.1;Passif;Oui;Solo;Explorer;Britannique
SAT-018737;VOL-009779;AF7132;2023-06-15;ORY → TLS;Court-courrier;Économique;7.2;7.9;7.3;6.8;6.8;9.0;6.3;Passif;Oui;Affaires;Non inscrit;Autre
SAT-018738;VOL-013817;AF7600;2023-08-21;CDG → MRS;Court-courrier;Économique;8.5;7.2;8.8;6.0;9.5;8.7;9.7;Passif;Peut-être;Loisirs;Non inscrit;Américaine
SAT-018739;VOL-051081;AF1176;2025-05-16;CDG → BCN;Court-courrier;Économique;7.5;3.2;9.0;9.0;8.1;8.1;7.3;Passif;Oui;Famille;Gold;Autre
SAT-018740;VOL-035372;AF7618;2024-08-22;CDG → NCE;Court-courrier;Premium Éco;7.5;9.1;6.6;6.0;8.1;8.1;8.7;Passif;Oui;Loisirs;Non inscrit;Française
SAT-018741;VOL-005092;AF7600;2023-03-27;CDG → MRS;Court-courrier;Économique;8.4;7.9;3.8;8.4;8.1;9.1;8.7;Passif;Oui;Famille;Non inscrit;Autre
SAT-018742;VOL-042531;AF1200;2024-12-21;CDG → ARN;Court-courrier;Économique;7.6;7.1;6.1;6.9;8.1;10.0;6.5;Passif;Peut-être;Loisirs;Non inscrit;Brésilienne
SAT-018743;VOL-028455;AF1172;2024-04-25;CDG → MAD;Court-courrier;Business;8.4;8.5;10.0;5.4;10.0;10.0;8.1;Passif;Non;Affaires;Non inscrit;Française
SAT-018744;VOL-032074;AF1198;2024-06-26;CDG → CPH;Court-courrier;Économique;7.7;8.0;10.0;6.8;8.0;7.4;6.7;Passif;Oui;Loisirs;Silver;Française
SAT-018745;VOL-030646;AF1209;2024-06-01;CDG → IST;Moyen-courrier;Économique;7.6;6.8;7.9;7.6;7.1;9.9;5.9;Passif;Oui;Famille;Silver;Autre
SAT-018746;VOL-000361;AF1152;2023-01-06;CDG → LHR;Court-courrier;Économique;6.8;6.2;4.3;8.7;8.5;8.7;6.7;Détracteur;Peut-être;Affaires;Gold;Américaine
SAT-018747;VOL-035106;AF7626;2024-08-18;CDG → NTE;Court-courrier;Premium Éco;7.7;9.0;9.0;5.1;7.5;10.0;5.1;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-018748;VOL-030616;AF1157;2024-06-01;CDG → AMS;Court-courrier;Business;6.6;8.1;8.1;5.7;6.3;9.5;6.5;Détracteur;Peut-être;Famille;Silver;Française
SAT-018749;VOL-016294;AF1159;2023-10-02;CDG → FRA;Court-courrier;Économique;7.7;6.3;7.9;7.7;8.3;8.3;8.1;Passif;Peut-être;Loisirs;Non inscrit;Française
SAT-018750;VOL-016844;AF7141;2023-10-11;ORY → BOD;Court-courrier;Économique;7.9;7.8;6.7;9.6;7.6;9.2;8.0;Passif;Non;Affaires;Explorer;Française
SAT-018751;VOL-007302;AF0298;2023-05-04;CDG → HKG;Long-courrier;Économique;7.2;5.4;4.2;9.6;6.2;8.7;8.6;Passif;Oui;Famille;Non inscrit;Américaine
SAT-018752;VOL-038706;AF7626;2024-10-17;CDG → NTE;Court-courrier;Économique;6.9;3.7;7.0;10.0;7.8;9.8;6.5;Détracteur;Oui;Famille;Gold;Française
SAT-018753;VOL-047383;AF1200;2025-03-14;CDG → ARN;Court-courrier;Économique;7.9;7.4;7.8;7.1;8.7;10.0;8.5;Passif;Non;Affaires;Non inscrit;Autre
SAT-018754;VOL-021121;AF1152;2023-12-22;CDG → LHR;Court-courrier;Économique;7.7;7.3;5.2;8.2;9.5;10.0;7.0;Passif;Oui;Famille;Non inscrit;Autre
SAT-018755;VOL-013063;AF1159;2023-08-09;CDG → FRA;Court-courrier;Économique;7.1;4.9;8.2;6.8;7.8;8.0;6.8;Passif;Oui;Solo;Non inscrit;Américaine
SAT-018756;VOL-023491;AF0284;2024-02-01;CDG → JNB;Long-courrier;Économique;7.2;4.7;5.7;8.5;8.7;9.3;6.2;Passif;Oui;Famille;Non inscrit;Américaine
SAT-018757;VOL-013984;AF1263;2023-08-24;CDG → CMN;Court-courrier;Économique;7.7;7.2;8.4;10.0;9.5;1.0;7.6;Passif;Oui;Loisirs;Non inscrit;Française
SAT-018758;VOL-002346;AF1198;2023-02-08;CDG → CPH;Court-courrier;Économique;7.3;9.9;7.9;5.2;5.9;10.0;4.5;Passif;Peut-être;Solo;Silver;Française
SAT-018759;VOL-004468;AF7618;2023-03-17;CDG → NCE;Court-courrier;Économique;7.6;9.4;6.1;6.0;6.9;9.8;8.2;Passif;Peut-être;Solo;Gold;Américaine
SAT-018760;VOL-004208;AF0228;2023-03-12;CDG → YUL;Long-courrier;Business;7.1;9.6;6.7;3.9;8.1;9.0;6.1;Passif;Oui;Loisirs;Gold;Autre
SAT-018761;VOL-026689;AF7128;2024-03-26;ORY → MRS;Court-courrier;Économique;6.5;6.8;5.5;5.9;7.0;8.7;8.2;Détracteur;Oui;Affaires;Platinum;Américaine
SAT-018762;VOL-017620;AF1204;2023-10-24;CDG → ATH;Moyen-courrier;Économique;7.8;6.0;9.0;6.3;9.3;9.3;7.0;Passif;Oui;Loisirs;Non inscrit;Brésilienne
SAT-018763;VOL-005346;AF7145;2023-03-31;ORY → NTE;Court-courrier;Économique;7.4;6.5;7.2;6.1;6.8;9.2;8.8;Passif;Peut-être;Loisirs;Silver;Française
SAT-018764;VOL-004636;AF1159;2023-03-19;CDG → FRA;Court-courrier;Premium Éco;7.7;9.2;4.1;8.4;7.1;8.1;8.6;Passif;Peut-être;Loisirs;Silver;Autre
SAT-018765;VOL-030406;AF7141;2024-05-28;ORY → BOD;Court-courrier;Économique;7.9;8.4;9.1;5.0;7.8;10.0;7.3;Passif;Peut-être;Solo;Explorer;Chinoise
SAT-018766;VOL-024664;AF1152;2024-02-20;CDG → LHR;Court-courrier;Économique;5.0;5.9;4.1;5.6;8.2;1.0;5.3;Détracteur;Oui;Solo;Non inscrit;Britannique
SAT-018767;VOL-050762;AF1157;2025-05-10;CDG → AMS;Court-courrier;Économique;6.6;5.1;2.6;9.8;7.2;9.3;6.0;Détracteur;Oui;Famille;Non inscrit;Française
SAT-018768;VOL-038399;AF0232;2024-10-12;CDG → MIA;Long-courrier;Économique;8.3;7.7;5.7;9.7;7.1;9.6;9.2;Passif;Oui;Loisirs;Non inscrit;Autre
SAT-018769;VOL-027758;AF1176;2024-04-14;CDG → BCN;Court-courrier;Business;7.8;5.8;9.4;8.3;9.6;10.0;5.6;Passif;Oui;Loisirs;Non inscrit;Française
SAT-018770;VOL-004472;AF7128;2023-03-17;ORY → MRS;Court-courrier;Économique;7.2;7.6;7.1;6.3;7.6;9.9;5.8;Passif;Oui;Loisirs;Explorer;Française
SAT-018771;VOL-032621;AF1157;2024-07-06;CDG → AMS;Court-courrier;Économique;6.9;8.5;8.0;4.6;7.9;6.2;5.7;Détracteur;Oui;Affaires;Silver;Française
SAT-018772;VOL-039510;AF0292;2024-10-31;CDG → PVG;Long-courrier;Économique;8.1;7.3;7.0;6.8;7.0;10.0;7.8;Passif;Oui;Affaires;Non inscrit;Autre
SAT-018773;VOL-007714;AF7620;2023-05-11;CDG → BOD;Court-courrier;Économique;8.6;8.7;3.3;9.3;7.9;10.0;9.9;Passif;Non;Loisirs;Non inscrit;Japonaise
SAT-018774;VOL-045021;AF7134;2025-02-01;ORY → NCE;Court-courrier;Économique;7.6;8.6;7.2;4.3;8.3;6.2;8.0;Passif;Oui;Affaires;Non inscrit;Française
SAT-018775;VOL-027434;AF7134;2024-04-08;ORY → NCE;Court-courrier;Business;8.5;7.4;6.6;8.2;9.1;9.8;7.9;Passif;Non;Famille;Non inscrit;Autre
